reviewid,review
R3A34J0QMEWYPJ,Super cool
R3P9E303DFLLWO,Great
R18Z15U25MM9WZ,Product does not work
R1A9K53T8ZSX14,Product was not too good it only seal normal thin polybag
R1TS0MH0S4ZXZP,Good. Works
R8P1LH1QES7X5,Works well enough
R3P0F39HVQX1F2,Overall good
R1F4WX53SB8ZKQ,Performance
RU9DOPO6AYDMQ,Good For Tea
R8GI3QXXT6HDE,Coffee and Hot water Only...
R14LR72Y74A8AE,Yes it's only coal heater
R146T7C5DJS2HC,Na
RAZSYIJNF6OTY,Very good item..
R4YUH7EZ5DB9C,Hope it will last long
R1CIOU739KNQAX,Superb product
R2KCDNY1S0C382,This is new version
RCMGM5B1EHGHZ,with safety locks.
R2IIIEMH4MYPA3,Original and Good
RM0CKWZYGTO62,One of the Best you can expect
R27N3CJ0NTDZZ2,Sujata chutney jar
RBNBAX3RV9RPS,Quality
R1DID47Y3SOM8N,Broken product
RDR64CJXIU14Q,working related issue
R35FYRYXQJUQKR,Satisfactory
R2ICWHHEJJKM14,The product needs to be checked for defects before despatch to customer
R27C6A2VQ1DCPT,Value for Money
R3IUDCLTBUPUIQ,Value for Money & effective
R3VFX06LEJWEGM,Item broken after some time .
R3KYBU80FW4GW4,Quality is good
ROG35PUVPRISM,Enough only for 10* 10 room as the outlet is small
RHMZ3T3WZDDMY,The product is good
R1XMM783W6HJM9,Looks like a used product which is refurbished and the wheels provided with the the heater are old.
R16YT7DTQMBX3D,Helpful
R3S2TJNZAZMVLI,Not radiating much heat even though it is working.
R385Q4NWD7KZ02,Good quality
R15GMMIQGLF7KU,Excellent product to have
R2ITKFEBWVWQGC,No use
R2ON03LZDME2KG,A must buy product for every house specially in North India.
R3GEWALK7AZ64O,Good
R277DIP6RNNLR7,Amazing product
RH39YOGKX760V,it's worth buying
R2W2Q565AZ4296,Temperature of heating
RFY606NHN2Z3N,Either HOT or COLD
R1KL1PIXVKYROE,not mixed water.
R37KB1BSN1FO5Q,Worthless item
R1DVAMEM902WBM,Its amazing but I think waffle should be more crisp but its Ok.
R1R4DU6U8Z5A9C,Value for Money
R3R2TJZ3XDR2N9,Good product
RFCKXSEJOQX6W,Go for it!!
R1Q6MS7EA3RQY5,Takes a while to cook
R3JZS3OD2HDHCY,Not giving it 5 stars as there was no measuring cup as promised.
R29RVFGNYHN850,Value for money
RO3Q0361RMHT8,very good however size is small
RNDYBQHMT47QL,Best performance
R279Z47TD2BTW0,Best in such that cost..
R1KIQPBI7LXLZY,Nice
R18R9LYERVQDHJ,Not good
R1ESPXIP4APAI5,Nise product best use into winter
R1O99FX1SFVXWL,Deamig
R2WZLXK8360X7Y,Durability
R34GKFJOAIA0ZM,Good product
R21T7HG6Q62LKN,Perfect for all the stoners out there.
R2UXMZPMNM3JGP,Good product
R3FRIGI0KXGVOD,Nice
R1ZNM3HOV64QED,This is a nice and helpful product. .
R21SPI0C2CAAWN,Easy to use
R1HSU2YSMNNHKF,Good
RYX7V566YA4IQ,Easy to use machine
RR0XZNLNGQQUU,Ok
ROZ7GLYC4255J,Very good product
R39BNXWIK6E894,Broken item riceved
RO5MNH2EETV7Y,Everything is good but the wire length is too small
RQESDHNQG4JEE,ok
R1ARLE60GL6DTT,Nice
R39SJDQ1BMFLRZ,So far so good
R74664PDS2LKO,Average used
RG9KNQN3E5K2O,Good to go for small family. Indicater and installation issues.
R3QKEI2SGY9HHY,Very nice product
R2R5MGEDVA55JE,Worth buying
R2AU8713HTPVYG,Best gyser
RJ05T5WBN8SDA,Good
RQELQR0TU48E,Goodwill
RDXWINVIMDE9W,Bit costlier than other products in the market of its kind but quality is also very good.
R3PFU7N4OQCZ68,Working is fine
R205BUIEOZSB27,Poor product
R3KAOEMO5MHN5A,Not working Properly
R1DD7V7FUTYL3H,Average
R5IQN4CBEDBAH,Nice items
R1H10C8T2140MN,Cord is not enough long
R1GE3ZFKDOX0KC,Good
R3VTBRIS9BCUR4,Goog
R3EH023Z1ERZZB,Everything is fine except cord length
R1TTVJ336C14LC,Okay Okay kind of product
R327QF3X1RB0MK,Good quality though bit expensive
R2HRVWXBERG050,Easy to use
R30OSVBH5LSPGK,Quality is good
RLX900TDISJGG,Good quality product
RG1W93HZ0LNQX,Just Okay
R86A6O666WPGN,Very thin steel.
R1DHC6KSI9M5AM,Super
R1BLYOBTCRQS4K,Excellent coffee maker
R1VVLMK1TC1KVO,Sturdy quality product!
R1FU65T3QMAHXJ,Good product
R2CXQLO9ZQRV83,Just go for it!
R39X6B5DPGVQLW,Mokapot's upward filteration is messy
R1TXSJNPJK3GGM,i felt its more of a joy to prepare concoction in this espresso maker
R2NOAG9D9PY1MD,Good product
R10D7UXTTY2ZIC,Espresso quality
R1IW3BMCWR5WKN,
R21W2URYUFT12Q,Good product
R24L6D938JXIVA,nice product
R3W2R17WXI3T8,Satisfied
R2P109ABFQR9L1,Value of money
R18GKO5TQO1PXL,Good filter
R79MJI0BFQHB3,Excellent product
R2YBSTEQSU2URL,Overall this is a good product.
R2MQ8OBLUYQBDI,Nice iron . Heating earlist
R2RLW3M6VML3F7,Value for money
R1JVBADF2L2AG5,Nice product
R2YP2T8VIP3UG2,
R14ZZJQPCODG9I,Good
R1K7B181E6KQQ3,Superb
R21KENPQN42DEW,Excellent product by Havells
R1OKF4SQ0N13U2,Good
R1HD4L4O8FYBVJ,Meets expectation
R1DSP7AK9O1EG0,Good product
R3F6O9LJWF9UGP,High quality product
R1WGQ33LIJEOSH,Worth the spend!
R3NQC64D2P7Q16,Great product
R1H44VOQWJQYKK,A decent filter coffee maker.
RVLTVX5PB83WB,Good product for an average user.
R372RHOH38PJ9W,High quality
RPVB28C2TPEDX,Compatible with pureit classic g2
R2K5ME2J0C1A30,Very good product
R15G6PDX7J8A9A,Best item in best price.
R2Q84ODLPM7DG9,Good
R4UWGPOL1PSZZ,Good one
R2U04XI700Y4ST,Nyce product
R2EMG0GIWX7GP5,Good Item With Perfect Accuracy VFM !
R1W5S1B40S9QFL,One star for bad delivery options
R2NR09K7JPREX9,Quality Product
R1BVHMQAEEK6Q0,The Packing is very poor so theswitch has gone inside the heater I cannot use iy
R3JLTEYMK907F2,Very good
RXAU989TJMDX6,Easy to use
R2OBL8DBUTV157,comfortable
R2UVZEGX2NS1NM,Go for it
R2V19QOE8UAL56,Good quality and price
R3KPGU547U3K7Q,good quality
R3B3CTTI0JEW3W,Good to have instead of plastic one.
R2H3P9OSLWFRSE,Looks good better to use than plastic
R3CEV91R65AZLH,Good but can be better
RO567V8MWM1JK,Value for money
R11UZ87O5WB63U,Good quality product
R2FG5ZQ7455JA9,RO filter candle
R3E79I7H5JT248,Good product and fit perfectly
R27NGUPGDT5O90,Thermacol product
R2GIXW3HN4LKA4,Excellent product
R12ESRILVR6D2C,Quality is good
R1TJWF170RZB5I,I always buy this
R3K70V1SGG8WZ6,Not suitable for Pureit Advance
RA1RQZLLULLS,Good
R127S7ET7LEPPH,Nice product
RDFTXU0U50TS,Nice iron
R1DU2WDA81XR8N,Wonderful product
RBS3MOLNUR0IS,Best product
R2GAKVFK8VGD8L,Good electric iron
R2G24JXNCEDY5G,As expected
R15Y41S549H84B,Acch iron hai ap order kar sakte hai
R1GY383SEEC577,GOOD
RPF6BQZ9ZGOD7,ok product
RAQPY2NRM7G4U,It's a good product.
R22USVU70E2UD0,Simply awsome
RLKRRQI8IIBB2,Nice tap hot water
R1BTMJ9YWSTHY5,It is good for short time use. Needs continuous of temp and water flow to keep it under control.
R19OH78FQO2VN0,Easy to install. Highly recommended
R2N1VHAAGIDIMT,Excellent quality
R1J0541W0XS1ER,Very frauding
R1O343U978W7T3,Water heating not good as per standard
RTT7TYSICUSK7,
RNJ28HCJAVS7P,Good Product for Heating purpose
R65UG8VBWZ9FO,Good product
R1NYFIH8430TSL,Easy
R2XETJ09ENS8YK,compact and quick solution
RZ2ITHHJJCWZS,Ok product
R9L25UA45NALQ,Not worthy
RN4RJMHA6Z17Z,Excellent product timely delivered
R27O0FPVNG63DK,It's good
R1O1OR760KAMN2,Sleek useful but after some time filling water takes time
R1KHM1E2FS5LHX,Good product
R2EDFZCXSNQL9Q,PH not certain
RWOZF184HDN45,Awesome
R2S27KPO0VKWWA,Excercise Caution before buying
R6NCDUG0BJSA9,Almost ok
R2IMGTYKPMXP4N,Best mixer
R2LP7PV1I0Z1V0,Best value for money
R33UGZXCUN1PDT,https://youtu.be/WBPca3j306k
RH2ODFAELL6ID,Noice is high compared to others
R1LSVKDGASJ3ZX,Five star product
R14FNF4GQL91JN,BEST MIXI
R2YT02USWR83PT,Best in the market best in segment
R81KUPKOTEI6J,Good but not best
R2PFNGIRCB6KB1,Good product
R3HOQIZQ2Y2P1E,Value for money
RSMINHFUL02QE,Does the job which is intended from it
RECSJ6GYWXJWE,Nice product..
R2M39R5NO51DBK,
R1IKAF2X8JVXQS,Not satisfied as expected.
R3D1X15POHDHKU,Awsme product
R1OKIDKNCYKZFS,Good in this price
R1KN9SD017A7RE,Good product
R3CEOM0J1JBDOT,Value of money
R1AEDQ9CAI6XXW,Basic and Good
R2XIO0KMHIEO1F,Good product for the price range
RFVSFZCU692EX,Best for family of 3
R3A5RFPX4FKUDV,Value for money
R3M6T8MOF5GD27,Nice
R19Y9YVBF318KF,Best
R1FV12XCLPA07M,It is a great product can be used to make dishes and curry too.
RR4FYBIUQQF0S,Nice and satisfied.
R3IGJPGKZS06NZ,Good Product. Easy to use. Worth buying.
R33OLTLASD1YIK,It works well.
R27G7C06S1UGAV,Nice product
R10P8JU3ISASFZ,Its a beautiful product but very small.
R3QOZ26RJV3Y3Q,Impressive product
RVAOC66XONJBJ,Stylish
R27XB7WNFY9NJ3,As smooth as it can and as fast as possible
R24HCMD10NT57S,Wrost product
R2QOX3VCM8T6PV,Love it
RPYQIR3334L89,Very good product quality
R2IRKJDUONHPDR,Awesome product
R1R7YLZ1PZNMYX,Phillips OTG
R2KZ1KIWHCSP7U,it has the maximum temperature of 230 last .
R5ZTYD2K563IC,Looks Good
R327DMIJNSD3TN,Easy and smart working
R3EQVJIFUGXWDC,Good product
R13VHF78WR3N1Z,It doesn't heat up
R342QNGEZ7OI7F,Value fir money
R2ZL6XILY5JIM6,Ok
R19THHR4XUW2L5,satisfied
R2Q8B6C09UY2KT,Nice pic
RS9KLTRCAL9W0,Best iron so far
R1Z1D54NCQ2XXA,look
R3OGYQ4D7SLX6,Ironbox stopped working after 4 months of purchase
RBPM3YRVWMMMK,Felt very useful but cable is short
RVY7BZCJPHJZU,Good in portable series of Geyser
R3KXHKIGWPT7IS,Awesome product
R1K28XXUFE3XNT,Good quality
R23K3XEJA3V8XG,Product okay but no bill receive
RTILNKKZAV4WT,Wrong Reviews uploaded for this product.
R2Z92RDSJM71FU,Good Product
R27B01SC9QAZKK,Weight without the wait
R1PCNR9B02HU9B,Good
R2VVVYOKKK8OZA,Good Product
R334FKVINA14QI,Nice cute scale
R3B8A6JCBLRUGC,Best weight machine
R3GI30K6SI7HQR,Must have for every kitchen
R26WYNQ8661K6,Value for money
R36HQ7DOFZO43R,Digital Luggage Scale with Target Value Setting
RV24IG0ESY0QQ,Value for money
RT6Q1RSJWHH0A,Good mini handheld vacuum
RI1QYUZU94RKT,I use it to clean my electronics
R16FKQNXTMPBRV,Best in market
R1RBGFBH1U37L,Quite handy and efficient
RJGJ2HUWX9GSC,Small and powerful
R3PY9TXJSQ085F,Nice product
R3N0OO6FHZAE2I,Blower leaks air
R1BJTSW0Q3XBG2,Budget friendly best product in class
R3LXL9MYPDNLQU,Good product
R1EMA2HNG6WLD0,Quality
RTH4IIS0NEMZB,Lifelong Grill Sandwich maker
R1PBGQY0ZXI2DD,We can make anything sandwich to grill.
RSK7Z8ESBQEUX,A very good product
R3DV0SKGPJHAU2,go for it
R3NZXJDYJSIGBU,Comact nice design
RYPL17AT0RDI1,Unsatisfied
RQOF3LTV1XO6K,Too small for home use.
R169DI8KX4KIS0,Nic
R1T86QSHNGWS2,Nice item
R3Q7KHGMYL8KPE,.
R22FND348KV4I0,Good
R1IQL0D1Z5I492,Material is not good.
R3PEJ703N4DY56,Overall product is good
R2T39I2ZEKM9PL,This is a good product
R1ZBMWBRCRX6M1,Not upto the expectation
R14ROZ9SPSVA1C,Not recommended for buying.
R1DM63YLI499R0,Very delicate product
R35NUHSRXCQ4I6,Worth a buy
R1Q3L7BERE4C6,Good product
R1334GMRXCJFLO,Just fine buy
R1ZN9HBT8L7C6Z,Good stickiness but bad handle
R17R471IR13JMO,
R13T7I5DKQIXSA,Nice product and easy to use
R9YYIK65OU16I,Heating issues
R1FB9GYR8LJQBN,Bakwas
R2W5WP4N12ADZW,Nice
R12UGEM1FH0OC6,Good product
R171KJ25LHOUKY,Good product
R22VVPUG7BPY0Z,Good product
RI4YLH4V4IERV,Not satisfied
R2THKSNJBC1AYW,Nice
R17K7CV4XKY9NU,Low quality
RZHKJKK72JDBZ,Amazing product
R3GR6V9CYLXCTA,Best in its category
R2GO7U6SPLE8AJ,Very good sprayer
R2DJXMAU9UMPGI,Good
R2FIRLO44T48YT,Not sturdy
R1C2TSG7V4E6OO,Nice product as expected...
R1EMLFPYSZQRV0,Very good quality love it
R2013OLVZQH22B,Its leaking product as small gap
R2EG8VXH3ETPXA,Product is so amazing
R3ETNI6781FL2R,The colour was dull.
R2IN91D1WT43AK,Pretty good.
R38K3MLJGM9L27,User friendly
R2LI9FD8CQQOMA,I buy a product but in using of twice the product is not working iam totally unsatisfied of this
R1B2ONGGAFTI9D,Good
R1R2O42N4O1S1A,Power and performance
R13I84OJ7E8OJA,Very useful and powerful juicer
RA9R916JUUZ4K,Best quality
R16HBPHELGF3G,WORLD CLASS JUCER MIXER GRINDER
R3C70FWNMP46X2,Industrial grade
R2UM0LYKW0KF6N,A better product
R1N337GWNU3IOM,Good Juicer
R2HY811H3E3G6S,Beautiful and functional
R1CCZJGV16UVNI,but could be improved (improvements written in review)
R3FO0KZP6V25Z0,Agaro kettle
R1DPAVSP4Y3AGN,Satisfied with the product
RK6FONHRBSSFI,A royal black beauty.
RH6J3MDX33HMA,Value for money.
RPGDFO3VRQZ0S,Agaro kettle review
R3RMJEG2M36L3R,Review
R3EFB0EG66OLOX,Absolutely loving it!
RIND9MF93GBO0,Excellent product
R38ISD2RSB4M70,Very nice
R3BS8IFOXK1DNW,Compact way to make coffee
R30SI7ZT69PI47,Good one for a Black coffee lover
R3FQSJP7H5PAIP,Excellent purchase
R2ZPNHBNB2GKBC,Great Product!
R25DZIBJHUFV07,Perfect French Press! I have got two of em!
RN8Y9B2XGVMGI,Simple and easy to use
R2HRBMPLK36A97,Product is fulfilling the purpose for which it was purchased.
R2IXY6WFD01C5L,Good product
R24C42XCBRZQ3U,not easy to clean
R353E48ZIM1PQV,Does the job very well
R189724SD6LLWF,Very nice sandwich maker
RNNWCGXGPM79N,Good quality and received on time
R16DNFM9D0S57B,Good Product i Recommend
R1XLQ3KU8NRG4P,Small size is not good
RGVJ5KUUNIU77,It's a nice product
R3FD9YGKRHM8LY,Gd product for this range
R2UNQBX57IZ6IJ,Value for money
R18R5BIYTIVOX3,Good to Buy
R16IEFUYCP8OE0,Nice product
R2M04XPGQM0UGX,Adding review after 2 months of use
RYGVFM9ORV4JJ,Good
R2I9AG0WA9VOAX,No power butten to on and off.
R2AZI4X0RQO5R5,Nothing
R2UI2FZ90PJYJB,Product is Ok-Ok
R3FA7TC0VM1UY6,It's auto close Green light is not working.
RUQZXIY1KFXLC,Good but cord length is short. Must be atleast 4 fts
R13E9T5RVFB29Z,Nice to use
R14I4FF21R2OZG,Good
R1ELYUWQAI1L3E,Good product
R1OSGTXB5R9DNV,Easy to Use
R3LBIVLOABUIHD,Good at this price. Looks premium
R295X3QEGA7NS9,Worth for price
R2EHU8YIKILQCE,Seems to be good
R2A5PNPNHKQH5X,Easy to clean & i like its cool surface.
R324Z6DBVNDHWF,Good kettle at a Reasonable price
R3T3W32BSFI2C3,Good quality
RC8Q07HVOX1M1,Best Thing for Bachelora
RGC8KIMM1CE9L,Not bad
R16X8MLVQ82IY8,Noice
R2Q9RZ8N8CWTJU,Quality not as expected
R1LEUKJKGS4LB3,Item is good
RHI91TJRIR95F,but
R2VC88TGIJ2M4Q,Not bad
RSVPGFXI871XS,Nice product
R22R9U3IN4DIN1,product plastic and desine have an issued
R1LEGNMFUU1PIG,iT'S VERY HEAVY
RFVNS7HLYCWLS,NICE PRESSURE & WORTH SPENDING:-)
R1YW7MKK4NW4V9,Recommend product for personal use.
R1DWLT7YCZATFU,Attractive product.
R1K3LZVZXMPW97,High noise and machine heating to high
R2O0B1GRCH3RY3,Only Bucket filter are missing..Please send me the bucket filter only immediately.
RXDVRYTKOH8TS,Good Multipurpose Product.
R10POPC8HU427E,Good product best in 5k segment ..
RYTDQJJGF8IM0,Ok ok
R2XI10VMIMTZIC,Good one. Worth puechase
RQ3MM50LGXL1Z,Average
R1LP3M16YU1CM,Nice Product
R3TEYFY6989IR4,Good product
R24KWB99TGKC9M,Working perfectly
R2SCV76D1JUV6L,cord is small
RUCGD37GEB0KN,Good
R31MJTM38BI4DT,Anyone can use it except your elderly folks. Does not come with instructions.
RI02F8V2VWZ0P,Its good prodyct
RDC47YGUQAJF0,Overall good
R1S44OPPSOZH8F,Works and gets out of your way
RK6BDZJW30UE1,Water leakage after a 2 week of useage
R10J6JPDPTB5ED,Good reviews
R2H0C10WNGAU00,Good product
R1DQZ8A8C7WBD8,delivering what was expected
R2XFD3J4A5TGZF,Not so Worth it
RX5FGOO2VEM95,It is only for one use so as per me it's so costly
R1TUD04IXLDRMV,Not useful for pet hair
R1P01YOSWKVLQ3,Good but one roll is available
RPMIFU0S3U0CG,Useful product
RRAGFU9E9MAU7,Vey helpful Product for my black clothes
RH31TSS0MO3KW,Excellent product
R3MB6685PDKUZK,Bad product. Product is of no use.
R2WRYLQ71K8KZS,Value for money.
R2ILB8NGFLKSM1,Good product
R1979FXJSU8GAN,Good Purchase
R2Q6SATG4MFI5J,Its Nice
R3D8ZZR5A7F41R,Material made of plastic
R1OUF0QLKOUA1Z,Broke in first use
R2BM7P8CHR65XC,Good quality
R188GMUPS02IZE,Low cost
R1CZUTGXQ7ZX2T,Nani's choice is still valid
R2D6O5GY374HUI,Good
R3MEVKMG43JO84,Value for money
R2FKWWTI7HS55I,Amazing
R34CIRAX73RLH1,It looks great and Awesome.
R2SE99RILYNSN9,Best product
R33H1PAT91Y88G,Awesome
R1L2Q95DMEF1SY,Good working
R1LQ6NZSPIU0AF,Good
R17S7B0QSFHJTC,Its okay
R3SJIFJH77JC1O,Cheap quality product
R2G9JVE83IVFIQ,not worth
RASLSCV353KFB,Good and worth for money
R1R27B4L8L4Z6X,Worth buy
R38JPE2GDTIFL2,Very nice from the seller as well as from Amazon.
RMSETHYGGA4P7,superb
RGLM8T8GTSTYH,Easy installation
R30QSC12YCL842,Product is good
R2HBGO0MHSNQ7B,Easy installation process
R1GDKJE36JWPX7,Good
R1P99UNR6WTZP4,Its going to be 6 months now
R3NSZO31F0V6QS,working great
R3CEN8FE65WD8V,Nice product
R3NULWNYG5BD4E,nice
R3JBAT4PI4PLO0,Good product
R3PJIYCNWQ8Y2L,Best product
RWBQ359RY77PV,not that much good
R1JDR1FHLPPOX7,Best product
RAA54PH39YEPK,A good mixer grinder
RCMMD8QLTRHS3,Looks good
RPVSPK4695JRQ,Its a good productnot bad at all
R3BYL6OMCFQ6H4,Go to it
R2F2DGJQPO0B5T,Rusty Steel beater
R2TYJ9OO7P28VM,Product delivered in good condition but a little late than expected delivery date ..
R1RKF5FDPIB99E,Good product
R3N0PTQXQ8UJY8,It's good if used properly.
R11EOJ6WSV5QIN,Nice....
RNJWTE3FEEOBF,Worth it Buy
R1TMCXV8ZLNR4Q,gud one
R2VX0MWE6CFDOK,KENT 16051 Hand Blender 300 W
R2QMIAMI841PRB,Bad servisec
R13ESBS8Z3WZG0,a bit costly
RZ8HXGE2HU1O,Favourite
R39QVJ5S4G6J9F,Thankyou amazon for brand product which I received in good condition
R31OSHB7AMO3J0,Good product
RA1YZBDD2GHLO,Good
RQKLAO0RN02HA,Prestage induction
R2XRY2ODIQ1YAA,Till now going good
R3PB7I71NCM2LX,Good
R3GDZTWTAD4D5O,Value for money
R1VOJ065EWW8BS,Good
RHL803DXBI13J,Under 500 tds
R3SSR4ROJ92G30,it gets the job done.
R3DL0H9U8GEQNJ,Installation was delayed
RCKKIEW0YW52N,Nice product
R3PCVDWZGC3I2B,Worst product
R3V8S0ESHRPDBO,Nice and easy to use
R12W72FFLIE3W5,holds good no of clothes.
RTP8C0IEC8HOG,Average product according to the price..little expensive
R12R4AASHS28DY,Great for laundry storage
R2GO349RJ2IVKJ,Good product.
R2HYWH5XCPCXT4,Not much of a great product.
R1LKZJQ84LWHYF,Very poor quality
R1A2ZK71J84RUU,Appears as a decent product
R3MO3QMPSUEAFJ,Good.
R37HBU7GG0NMAJ,Good product
RH2BUJWJ3T5M0,Worth to have roti maker
R2RVGCZP1PX921,Value for money
R1WXGPSPH00BY2,It is easy to use... time saving
RE95R60UIR3E4,Good value for money
R38ZY743BJSLS4,Good
RZ8SZSYKJ5VFG,When you have Libra Chapati Maker
R2RZLLFU5FVGY3,Nice product very easy clean
R2EGRR8ALL59DZ,Don't buy it
R1JP2R3R8V3AVL,nice
R142MAX2YBGVW4,Multipurpose | little hard to clean
R2C592PD3BYYQH,Absolutely perfect product
R3H91016XYXVY3,Must have product at home
RTFWIHNYBS6OX,Not good for any other use than boiler
RW7Y9OWPKFCNF,Defective Model received - No refund
R2NSLKFF9N8OO1,Good enough
R3PPFDE9PF1D66,Nice Choice
R3T8UTHQS6VMTK,Best price and best quality. Just go for it.
R3IPQ2YEN9J842,Value for money
R1LAN9221WZNQC,Steel is good.
R3KG6USWG4FNQI,Good
RN4ZPVL2G6BXG,Worthy product
R3F2DEWHYVNK10,Good
R26RPJGPU2YT4M,Lint remover
R3QTAOTV6O9TGA,So nice but takes longer then expected
R2376RVNIQR2EU,Perfect
R1KC6358QHQUG6,Works as promised
R1P61XNPIFGZLF,Very useful product
R1PD5KYOWDRSRF,easy to use
R30SUJFMTAMCL2,Amazing product
R2ITYTNUV06OJE,Value for money
R2OJRVFVJPY47O,Nice
RP2NLPF4P8159,Good but screws are poor quality
RUN7GUB7PBBO2,Strong brackets
R1J414M799OFD8,As required
RBS3PPFKHIUVE,Promt delivery
RCG667UMY43KY,tlob ralugnA
R3EVGRFBPYMO0H,Good
R21NZ6B0QHBVXN,Quality of material is good but painting quality need to be improved in future product
R3UZ9QELD4SGH9,It is nice ..and user-friendly
R26LJ3T0R1C2OW,Really great product
R10OPU90E2KOS8,Nice and easy to use
R368PRLFS9U4NM,Good for light usage
R2DG70LW5AVK2U,Overall a valuable product in this range.
RX8N5J1JQM4W5,Good
R2L5GQ8S1BOJX8,Nice product
R3GVWLF89Q0HCU,Nice product
R2MP3ZHMZJIHPO,Good product
RMTBPDSRHUOO0,Delivery at door step
R1ZJ2RU3C1TION,Price is greater than printed price.
R3H5OE1VNUKGEV,Original spare part
R17IUC88WS63E5,Original product
R1NWPQN902104,Sediment filter
R3QSZKBK7BXCOP,Good
RRJES0SUCXLVP,Authentic product
R3OSR4OYTNNMCV,Great Product!!
RPOYK3GUC98ZU,Good product
R27D0SFEZ5LMSP,Adhesion
R2AQW90XQ58J8X,Amazing product
R2E1CJLY710609,value for money
R3RQYH6EH78GZM,Works just the way it is advertised
R3KQSMQH0W45XR,Good One !
R1OD2KDJ4RH6QE,Easy to use
R1OQ97JT4BL5EI,Good product
R3RR2895R9O2DS,The product is amazing
R2462S5LXK8PF8,Super product
RMJH8X11LNM88,Tuta dhakkn
R3QVXCO0WYM84N,Good product at reasonable price
R3H120Q4D5UPZ5,Time saving
R2QR3OKR575Z8H,Best product
R210Y022QTMB31,Product look goods and easy to handle.
R9G633VF65R7,Good
R1QYOV6VB55XDP,A nice product in budget price
R10DO46U5X7BFU,Not good
R1LRIP1E8ZWQHM,A good product .
R2FZMTECL2LFIB,Good Product
R3L17NRMB2AJKW,Good
RKAF5JOIWID2G,Jar was leaking even after replacing the product
R28BGB7K15JUSW,Good
R1LBKT3YDVVW86,Good product
R2PNLSWFYW5QEF,Quality is great but chuteney jar is not working well
R2I6NKZE7JWNY6,Good
R2OFZC94RLNDG3,Superb
R1XIUI1I006DHG,Very good item
RI07TDJ2DO7ID,Super purchase
RYFM2V5BULJFL,Superb
R29WQI1TRENQIZ,Sujata hi lena.
R3VVDILPFTB4N,I got a used item
R33D06F6025R9G,Nice
R2I3H0WMODAWBP,The product is good but water dripping outside of the iron box
R1AF6E3N2B9CB2,Ok product and easy to use
R36R7R03G3ZTT9,Suitable only for light use.
R26LX5GA0LIZA8,nice
R376OUGP5M5AHS,Just OK. Less heating
R1MC6HR3Y1OZWE,Socket is loose.
R1TD8NMUP7Y7JR,Works as expected but some things can improve
R14MB9E0621MTM,I am using this more than 1 year
RR23X5VXCOUKW,Overall its a good product
R37T5HQG9ZZLQM,very useful.Some minor drawbacks.
RTID73IKA1G3K,Great for vacuum
R2H0S2S7BMUIHH,bad for mopping
R1WZZ9OM0LBYFR,Good product.
R2Q28C8LX2Y717,Product service issues
RET6MLCT292IA,Nice
R28KTF1812QBSY,Perfect. Reliable. Standard size. Good suction for 10*10 bathroom
RSQKDGLTZET66,Good but got costly at 1600
R27B4L6ORUNWP0,Good exhaust for bathroom
RVAY1H2CHPFD5,Good product
R3H5NH63Y26SZ7,Request to Return/Exchange
R2OQU5R4OZWFTT,Easy to use
R3UXSYW0X740ED,No bad
R13Q2BLBWFPEJF,Happy that I chose this
R3FVMXIFTJ8J70,Good product
RE4J9O3GFANNE,Easy usage
RBDZELVBRCEKZ,Go for it!
RKUIUH511UFQ,After a lot of research I found this one a very gud nd useful.
R6M4QYFXEWFW0,Higher sound level
R13CCSI2Y1TWIV,Good to use. Using for the past 6 months. I run a home bakery. Quality is good.
R1AN2NIKVZM6JO,Excellent
R7UIR1SQ3MQ7C,Good quality and build
RSHEPWEKELRFO,Noice to high
R1I98SU56895RX,
R3QY58980PL4G7,Looking good
R3SP1VLD2ICGHM,No anti dast
R2HI4MKCC9V5CH,It is an excellent/quiet/efficient fan and the burgundy color is very good!
R1GWIC0YK34JRS,When it slow running It's noise out
RD6Q3K7ATDOMX,Elegant and good quality product
R20SPV6WPX1ZU1,First time product user
